image_id,file_name,description,objects
18,img_18.png,a small green triangle is below a medium blue triangle | a small green triangle is below a small black circle,"[{""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 66, ""y"": 164, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 108, ""y"": 84, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""small"", ""x"": 102, ""y"": 116, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""medium"", ""x"": 175, ""y"": 25, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 32, ""y"": 24, ""pixel_size"": 65}]"
19,img_19.png,a big yellow circle is overlapping a medium red circle | a big yellow circle is left of a big yellow square,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 89, ""y"": 18, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 154, ""y"": 6, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 155, ""y"": 75, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 64, ""y"": 97, ""pixel_size"": 25}]"
20,img_20.png,a medium black square is above a small blue circle | a medium black square is right of a medium red circle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 137, ""y"": 14, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 198, ""y"": 123, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 57, ""y"": 31, ""pixel_size"": 45}]"
21,img_21.png,a medium green circle is left of a medium blue square | a medium green circle is overlapping a small green triangle,"[{""shape"": ""circle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 50, ""y"": 179, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 188, ""y"": 77, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 43, ""y"": 176, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 77, ""y"": 29, ""pixel_size"": 45}]"
22,img_22.png,a small green square is below a big red circle | a small green square is below a medium blue square,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 130, ""y"": 164, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 145, ""y"": 89, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 138, ""y"": 61, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 130, ""y"": 69, ""pixel_size"": 45}]"
23,img_23.png,a small yellow triangle is below a small black square | a small yellow triangle is below a big yellow square,"[{""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 28, ""y"": 177, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 74, ""y"": 69, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 33, ""y"": 77, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""big"", ""x"": 74, ""y"": 127, ""pixel_size"": 65}]"
24,img_24.png,a medium black triangle is above a medium red triangle | a medium black triangle is left of a small blue square,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 50, ""y"": 21, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 75, ""y"": 107, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 102, ""y"": 30, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 146, ""y"": 63, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 193, ""y"": 169, ""pixel_size"": 25}]"
25,img_25.png,a big blue square is below a small green circle | a big blue square is below a big green triangle,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 149, ""y"": 171, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 32, ""y"": 6, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""big"", ""x"": 42, ""y"": 57, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 132, ""y"": 199, ""pixel_size"": 25}]"
26,img_26.png,a big blue circle is below a big green triangle | a big blue circle is overlapping a medium blue triangle,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 94, ""y"": 116, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""big"", ""x"": 127, ""y"": 49, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 70, ""y"": 103, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 136, ""y"": 37, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 158, ""y"": 142, ""pixel_size"": 45}]"
27,img_27.png,a big green square is overlapping a small red circle | a big green square is left of a small yellow circle,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 39, ""y"": 133, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""small"", ""x"": 22, ""y"": 193, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 138, ""y"": 138, ""pixel_size"": 25}]"
28,img_28.png,a medium red square is right of a small yellow triangle | a medium red square is overlapping a small yellow circle,"[{""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 179, ""y"": 119, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 37, ""y"": 0, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 203, ""y"": 122, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""big"", ""x"": 144, ""y"": 69, ""pixel_size"": 65}]"
29,img_29.png,a medium black triangle is left of a medium red square | a medium black triangle is below a big blue triangle,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 29, ""y"": 188, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 131, ""y"": 105, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 77, ""y"": 40, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 119, ""y"": 76, ""pixel_size"": 45}]"
30,img_30.png,a big green triangle is above a medium blue square | a big green triangle is overlapping a medium black square,"[{""shape"": ""triangle"", ""color"": ""green"", ""size"": ""big"", ""x"": 69, ""y"": 30, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 76, ""y"": 183, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 115, ""y"": 16, ""pixel_size"": 45}]"
31,img_31.png,a small yellow square is above a medium green triangle | a small yellow square is above a big blue square,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 174, ""y"": 14, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 89, ""y"": 178, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 69, ""y"": 146, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 183, ""y"": 128, ""pixel_size"": 45}]"
32,img_32.png,a small red square is below a small yellow square | a small red square is below a small red square,"[{""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 175, ""y"": 206, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 137, ""y"": 162, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 130, ""y"": 95, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 103, ""y"": 137, ""pixel_size"": 65}]"
33,img_33.png,a medium yellow circle is above a small black square | a medium yellow circle is right of a small blue square,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 99, ""y"": 45, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 44, ""y"": 157, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 22, ""y"": 19, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 31, ""y"": 138, ""pixel_size"": 65}]"
34,img_34.png,a small blue square is left of a small yellow square | a small blue square is below a big blue triangle,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 34, ""y"": 197, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 147, ""y"": 123, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 51, ""y"": 32, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 168, ""y"": 1, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 128, ""y"": 131, ""pixel_size"": 65}]"
35,img_35.png,a medium blue circle is left of a small yellow square | a medium blue circle is right of a big red triangle,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 124, ""y"": 27, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 176, ""y"": 73, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""big"", ""x"": 24, ""y"": 78, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 87, ""y"": 30, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 126, ""y"": 173, ""pixel_size"": 25}]"
36,img_36.png,a small yellow circle is above a medium black triangle | a small yellow circle is above a small blue triangle,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 109, ""y"": 89, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 162, ""y"": 149, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 115, ""y"": 197, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 65, ""y"": 43, ""pixel_size"": 65}]"
37,img_37.png,a big black triangle is left of a big black square | a big black triangle is above a small red square,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 46, ""y"": 117, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""big"", ""x"": 133, ""y"": 58, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 21, ""y"": 207, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 108, ""y"": 182, ""pixel_size"": 25}]"
38,img_38.png,a big yellow square is right of a big yellow square | a big yellow square is overlapping a big blue triangle,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 163, ""y"": 143, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 22, ""y"": 20, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 117, ""y"": 106, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""big"", ""x"": 144, ""y"": 158, ""pixel_size"": 65}]"
39,img_39.png,a big yellow circle is below a small blue triangle | a big yellow circle is below a small yellow square,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 100, ""y"": 112, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 32, ""y"": 39, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 141, ""y"": 56, ""pixel_size"": 25}]"
40,img_40.png,a big green square is overlapping a medium red square | a big green square is right of a big blue circle,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 145, ""y"": 54, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 171, ""y"": 17, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 36, ""y"": 94, ""pixel_size"": 65}]"
41,img_41.png,a medium black square is below a small blue triangle | a medium black square is right of a big black circle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 144, ""y"": 105, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 84, ""y"": 27, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 48, ""y"": 149, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 207, ""y"": 183, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 97, ""y"": 131, ""pixel_size"": 65}]"
42,img_42.png,a small yellow square is below a big blue square | a small yellow square is below a small yellow triangle,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 110, ""y"": 204, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 129, ""y"": 26, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 203, ""y"": 91, ""pixel_size"": 25}]"
43,img_43.png,a medium blue triangle is below a big red triangle | a medium blue triangle is right of a big blue circle,"[{""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 184, ""y"": 157, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""big"", ""x"": 75, ""y"": 11, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 46, ""y"": 36, ""pixel_size"": 65}]"
44,img_44.png,a small black square is right of a medium blue triangle | a small black square is right of a small red circle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 162, ""y"": 24, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 80, ""y"": 27, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""small"", ""x"": 65, ""y"": 101, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 59, ""y"": 13, ""pixel_size"": 65}]"
45,img_45.png,a big red square is overlapping a medium blue triangle | a big red square is left of a small black triangle,"[{""shape"": ""square"", ""color"": ""red"", ""size"": ""big"", ""x"": 65, ""y"": 42, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 83, ""y"": 82, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 201, ""y"": 54, ""pixel_size"": 25}]"
