image_id,file_name,description
10972,img_10972.png,a big black triangle is overlapping a big black circle | a big black triangle is below a medium green circle
6143,img_6143.png,a big blue square is overlapping a medium yellow circle | a big blue square is overlapping a medium red triangle
10633,img_10633.png,a big red circle is left of a big blue triangle | a big red circle is above a big blue square
4978,img_4978.png,a medium black triangle is overlapping a big green circle | a medium black triangle is overlapping a big yellow square
13673,img_13673.png,a small red square is above a medium red triangle | a small red square is right of a small black square
1766,img_1766.png,a big green square is overlapping a medium black circle | a big green square is overlapping a big black square
6147,img_6147.png,a big green circle is overlapping a small yellow square | a big green circle is above a big yellow square
8786,img_8786.png,a medium black square is left of a small black square | a medium black square is below a medium yellow square
9148,img_9148.png,a big green triangle is right of a medium green triangle | a big green triangle is overlapping a small blue circle
1562,img_1562.png,a big blue circle is overlapping a big green triangle | a big blue circle is overlapping a big black circle
3487,img_3487.png,a medium black circle is right of a big green square | a medium black circle is right of a medium red square
8121,img_8121.png,a big yellow circle is overlapping a medium red triangle | a big yellow circle is right of a small red square
10792,img_10792.png,a big blue circle is above a small red circle | a big blue circle is overlapping a big black triangle
4220,img_4220.png,a small black circle is above a medium yellow circle | a small black circle is above a big black circle
11874,img_11874.png,a medium green square is above a medium black circle | a medium green square is left of a medium yellow triangle
14381,img_14381.png,a medium red circle is above a big yellow triangle | a medium red circle is above a medium red circle
2288,img_2288.png,a small blue circle is overlapping a medium yellow square | a small blue circle is above a small green triangle
5107,img_5107.png,a small red circle is below a small yellow square | a small red circle is right of a small yellow circle
4653,img_4653.png,a small green triangle is above a small green triangle | a small green triangle is above a small green circle
7713,img_7713.png,a big blue square is left of a small blue circle | a big blue square is overlapping a small green square
10234,img_10234.png,a medium yellow circle is above a medium green square | a medium yellow circle is above a medium green circle
6896,img_6896.png,a medium red square is right of a small blue circle | a medium red square is right of a big black triangle
10121,img_10121.png,a medium blue circle is right of a small yellow circle | a medium blue circle is above a medium blue triangle
11605,img_11605.png,a big blue square is right of a small green circle | a big blue square is below a big red circle
13548,img_13548.png,a small green square is overlapping a small red triangle | a small green square is right of a small black triangle
6421,img_6421.png,a big red square is overlapping a medium yellow triangle | a big red square is overlapping a medium blue triangle
8496,img_8496.png,a small green square is overlapping a big green circle | a small green square is right of a small black circle
9000,img_9000.png,a big blue square is left of a medium green triangle | a big blue square is right of a medium yellow square
10312,img_10312.png,a small black square is left of a small black square | a small black square is right of a small blue circle
2998,img_2998.png,a small blue square is above a medium black triangle | a small blue square is left of a small black triangle
12985,img_12985.png,a big green circle is left of a big black circle | a big green circle is below a big red circle
3079,img_3079.png,a medium black triangle is above a medium black triangle | a medium black triangle is right of a big red circle
3919,img_3919.png,a big blue square is above a small blue triangle | a big blue square is overlapping a small yellow square
14874,img_14874.png,a medium green circle is left of a big green square | a medium green circle is left of a medium black circle
13537,img_13537.png,a small red square is below a small green square | a small red square is right of a big black triangle
2323,img_2323.png,a medium red triangle is overlapping a medium yellow square | a medium red triangle is overlapping a small black square
